ID	Group	f__AKAU3564_sediment_group	f__Desulfuromonadaceae	g__Citrifermentans	g__Geobacter	o__Dehalococcoidales
SS355	0	0	0.111179	0.037722	0.146916	0
SS354	0	0.003635	0	0	0.005453	0
SS353	0	0	0	0	0	0
SS352	0	0	0	0	0	0
SS351	0	0	0.034147	0.02561	0.052928	0
SS350	0	0	0	0	0	0.008171
SS349	0	0	0	0	0	0
SS348	0	0	0	0	0	0
SS347	0	0	0	0	0	0
SS346	0	0.013722	0	0	0	0
SS345	0	0	0	0	0.012107	0
SS344	0	0.004596	0	0	0	0
SS372	0	0	0	0	0	0
SS373	0	0	0	0	0	0
SS374	0	0	0	0	0	0
SS375	0	0	0	0	0	0.011832
SS342	0	0	0	0	0	0
SS343	0	0	0	0	0	0.009248
SS368	0	0	0	0	0	0
SS369	0	0	0	0	0	0
SS370	0	0	0	0	0	0.007941
SS371	0	0	0	0	0	0
SS376	0	0	0	0	0	0
SS377	0	0	0	0	0	0
SS378	0	0	0	0	0	0
SS379	0	0	0	0	0	0
SS364	0	0	0	0	0.004836	0.006449
SS365	0	0	0	0	0	0
SS366	0	0	0	0	0	0
SS367	0	0	0.063831	0.055205	0	0.006901
